index,ngram,sentence,replace,error,replacement
450,1,Efficacy and safety analyses were done on the intention-to-treat population.,"('were',)",duplication,foo
290,1,"METHOD: Respondents answered a survey, which comprised two sections.","('a',)",punctuations,foo
848,1,"A novel screening method was developed to prioritize aquatic and human health risks of pesticides based on usage data, runoff modelling and effect prediction.","('health',)",remove_words,foo
937,1,"Scalp biopsy showed interface dermatitis, dense perivascular and periadnexal lymphocytic infiltrate, mucin and scarring alopecia.","('showed',)",dictionary_replacement_verb_form_change,foo
846,1,"However, none of the remaining items achieved consensus to be removed, and they exhibited stability in responses.","('of',)",punctuations,foo
337,1,Flavones Fluorescence-Based Dual Response Chemosensor for Metal Ions in Aqueous Media and Fluorescence Recovery.,"('for',)",verb_form_change_insert_determiner,foo
584,1,Inclusion criteria: (1) receiving robotic radical total gastrectomy; (2) gastric adenocarcinoma was confirmed by postoperative pathology; (3) no previous history of other malignant tumors; (4) no preoperative chemotherapy or radiation therapy performed.,"('other',)",verb_form_change_insert_determiner,foo
375,1,Neutrophil-to-lymphocyte Ratio and Platelet-to-lymphocyte Ratio in Patients with Retinal Artery Occlusion.,"('Patients',)",insert_determiner,foo
419,1,"FN12 essentially supports stability of the globular Fn state, and thus these findings reasonably explain why Embp-mediated interaction of S. epidermidis necessitates Fn surface immobilization.","('of',)",spelling_errors,foo
740,1,"Non-standard assessment battery is used for assessment and monitoring, raising questions about the reliability and validity of the data used to make preventive treatment decisions.","('about',)",verb_form_change_insert_determiner,foo
681,1,This study examines the impact of the use of a rolling walker within individuals on Timed Up and Go scores and assessment of fall risk.,"('and',)",duplication,foo
130,1,"However, during the routine dissection of an adult male cadaver, an apparently uncommon muscular variant was identified.","('was',)",random,foo
430,1,"The aim of the study is to define microbiota signatures longitudinally throughout pregnancy and the first year post birth, and to identify key clinical and environmental variables that shape the female microbiota profile during and following pregnancy.","('the',)",dictionary_replacement_verb_form_change,foo
335,1,"Risk stratification-based treatment of COVID-19 outpatients as early as possible after symptom onset using triple therapy, including the combination of zinc with low-dose hydroxychloroquine, was associated with significantly fewer hospitalisations.","('after',)",dictionary_replacement_verb_form_change,foo
276,1,Surgery group had an ICER of $604.0 per QALY when parameters specific to China was used.,"('was',)",spelling_errors,foo
131,1,"Moreover, OLE extended the shelf-life of the poultry meat that held under proper refrigeration conditions up to 15 days compared to the control group, that was completely spoiled by the sixth day of storage.","('group,',)",insert_determiner,foo
393,1,FINDINGS: People with cancer describe engaging in hard work when employing cancer self-management.,"('in',)",duplication,foo
166,1,The result of uncertainty analyses reveals that robustness value and pumping rate are inversely proportional and scenarios with a robustness measure of about 12% are more reliable.,"('with',)",insert_determiner,foo
8,1,"RESULTS: The cardiac reinnervation group had reduced (p < 0.01) 24-hour systolic/diastolic blood pressure (7/9 mm Hg), daytime systolic/diastolic blood pressure (9/10 mm Hg) and nighttime diastolic blood pressure (6 mm Hg) after training.","('RESULTS:',)",spelling_errors,foo
15,1,Whether the anti-atherogenic effect of Tan IIA relies on the inhibition of the NLRP3 inflammasome has not been investigated before.,"('has',)",split_words,foo
384,1,"Many pharmacy schools have not adopted yet specific programs targeting the development of LLL skills, though LLL is widely accepted as an essential competence.","('as',)",remove_words,foo
748,1,This approach not only complicates the preparation process but also hinders any bioapplication due to the potential toxic effects when each component is metabolized.,"('each',)",random,foo
152,1,"A previous study identified a second, LapA-like protein encoded in the P. fluorescens Pf0-1 genome: Pfl01_1463.","('identified',)",split_words,foo
141,1,"We use cloning and expansion of GGGGCC repeats, which are the leading genetic cause of amyotrophic lateral sclerosis (ALS) and frontotemporal dementia (FTD), as an example.","('are',)",punctuation_braces,foo
577,1,"Finally, we found the reductions in glioma cell adhesion and ITGB1 protein amount could be rescued by ITGB1 overexpression.","('we',)",insert_determiner,foo
599,1,The effect of the CACBT-GSH intervention was analysed with ANCOVA.,"('was',)",random,foo
388,1,"However, these two studies ignored the impact of antibodies on spine growth, fracture rates, and compressive mechanical properties.","('of',)",random,foo
916,1,"Here, we attempt to clarify, by analyzing human exposome metagenomic data sets, whether humans are exposed to different Pneumocystis species present in the air but only P. jirovecii cells are able to replicate or whether they are selectively exposed to P. jirovecii Our analysis supports the latter hypothesis, which is consistent with a local transmission model.","('the',)",spelling_errors,foo
417,1,"The current carcinoid syndrome standard of care includes somatostatin analogues, but some patients experience uncontrolled symptoms despite somatostatin analogue therapy.","('but',)",insert_determiner,foo
779,1,The steers with the allele increasing carcass weight had heavier slaughter weight of about 12 kg.,"('had',)",random,foo
86,1,"The aphrodisiac effects were evaluated on the day 14, 28, 42 and 54 using the behavioural parameters of mounting and intromission.","('using',)",random,foo
819,1,OBJECTIVE: The aim of this study is evaluation of pregnancy outcomes of the asymptomatic cases with vaginal progesterone treatment for the 20-30 mm cervical length detected in the transvaginal ultrasonography for fetal abnormality screening and cervical cerclage after cervical length detected <20 mm in weekly cervical length measures; and present the treatment algorithm of progesterone treatment combined with cervical cerclage application.,"('present',)",punctuation_braces,foo
716,1,"Haemaphysalis longicornis Neumann, 1901 is a vector of many pathogens of public and veterinary health importance in its native range in East Asia and introduced range in Oceania.","('its',)",punctuation_braces,foo
76,1,"Both TNFs were distributed in a wide range of tissues in O. niloticus, and with relative higher expression level in gill.","('level',)",remove_words,foo
463,1,Conclusion: The diagnosis of chronic osteomyelitis in adults should be made as early as possible.,"('in',)",insert_determiner,foo
72,1,The sensitivity of CR decreased during artificial limb exercise compared to baseline in OVA-Corticoids rabbits (p = 0.0313) while it remained unchanged in OVA rabbits (p = NS).,"('while',)",random,foo
501,1,"In this review, we summarize the signaling pathways and biological functions of PPARgamma and focus on how PPARgamma and its agonists play protective roles in autoimmune diseases, including autoimmune thyroid diseases, multiple sclerosis, rheumatoid arthritis, systemic sclerosis, systemic lupus erythematosus, primary Sjogren syndrome and primary biliary cirrhosis.","('its',)",punctuations,foo
269,1,Three main themes emerged from the data related to adherence.,"('the',)",random,foo
573,1,"Relapse in the sofosbuvir + ombitasvir/paritaprevir/ritonavir + ribavirin was n = 14 patients, and n = 11 patients in sofosbuvir + simeprevir + daclatasvir + ribavirin.","('patients,',)",insert_determiner,foo
732,1,"Although we had different survival rates, reflecting a different patient population, we were able to confirm the score&rsquo;s albeit imperfect ability to predict outcome early after cardiac arrest.","('to',)",dictionary_replacement_verb_form_change,foo
439,1,Repeatable ecological dynamics govern the response of experimental communities to antibiotic pulse perturbation.,"('the',)",dictionary_replacement_verb_form_change,foo
589,1,"After a decrease of signals, 85.7% use steroids of varied doses.","('of',)",spelling_errors,foo
44,1,"In the non-HLA region, immune related at newly identified loci, PARP9 (Z = 3.69, P = 2.20 x 10(-4) ) at 3q21.1.","('at',)",dictionary_replacement_verb_form_change,foo
317,1,METHODS: Frank VCG was recorded in a population-based sample of 1094 participants (550 women) 50-65 years old as part of the Swedish CArdioPulmonary bioImage Study (SCAPIS) pilot.,"('in',)",spelling_errors,foo
712,1,This review provides a comprehensive overview of the current state of severe asthma treatment and discusses potential avenues for future research for this patient population.,"('treatment',)",spelling_errors,foo
328,1,"Corn products contributed for the highest mean probable daily intakes (PDI) of AFs (0.119 +/- 0.193 microg/kg body weight (bw)/day), ZEN (0.325 +/- 0.097 microg/kg bw/day) and FBs (2.936 +/- 1.541 microg/kg bw/day), while wheat-based products contributed for the highest PDI of OTA (0.035 +/- 0.028 microg/kg bw/day).","('for',)",punctuation_braces,foo
240,1,Breast cancer is the most common malignancy in women worldwide.,"('the',)",dictionary_replacement_verb_form_change,foo
823,1,"The ability of the transmission stages of the parasites to survive in the environment for prolonged periods, globalization of the food industry and changes in eating habits have contributed to the numbers of human infections.","('of',)",insert_determiner,foo
987,1,"Patients are randomized according to whether the proximal pin-entry site is treated with wound closure or by secondary open-wound healing, from which the further sequence develops.","('which',)",random,foo
543,1,"Conclusion: PRF is a very viable and useful biomaterial for soft-tissue healing and relieving patient symptoms, however, it does not help in hard-tissue healing with respect to cortical bone.","('to',)",dictionary_replacement_verb_form_change,foo
592,1,He was referred to our hospital for further investigation and was diagnosed CBA after a variety of examinations including bronchoscopy.,"('a',)",random,foo
286,1,Larger waist circumference was associated with worse sural nerve function and higher VPT.,"('with',)",random,foo
968,1,Temporal validation assessment continued to show the MGP-RNN outperform all 7 clinical risk score and machine learning comparisons.,"('and',)",random,foo
808,1,"LPI MSCs express patterns of chemokines and pro-regenerative factors similar to those of BM MSCs and, importantly, are equally able to attract immune cells in vitro and in vivo and suppress T-cell proliferation in vitro.","('to',)",verb_form_change_insert_determiner,foo
701,1,"Regarding measurement error, the total score of the SBQ showed an SEM and MDC of 109.8 minutes per day and 304.4 minutes per day, respectively.","('score',)",random,foo
954,1,"A survey study of attitudes toward, and preferences for, e-therapy interventions for eating disorder psychopathology.","('for',)",random,foo
454,1,"In this regard, several papers report health benefits of Cameroonian spices, which include antioxidant and anti-microbial properties, whereas gastric anti-inflammatory activities have never been previously considered.","('In',)",split_words,foo
377,1,"To provide a reference for the further application of chemodrug-loaded nanoformulations, this review gives an overview of the recent development of nanocarriers, and the updated status of their use in the treatment of several solid tumors.","('To',)",insert_determiner,foo
212,1,Eight patients died during the study period.,"('study',)",duplication,foo
554,1,"Growth parameters, including absolute growth rate, specific growth rate, and feed conversion rate, were significantly different in HN compared with that in the CK.","('and',)",remove_words,foo
389,1,Identification of causal is crucial as a management strategy to restore cardiac function.,"('to',)",random,foo
208,1,"In addition, the transcriptome data provides candidate genes and markers for future studies.","('data',)",remove_words,foo
758,1,"The costs/patient/year for liothyronine rose from pound550 to pound3,000 in 2015-16 and have since fallen to pound2,500.","('for',)",random,foo
468,1,Our data indicate that patients have impaired T cell metabolism consistent with ongoing immune alterations in ME/CFS that may illuminate the mechanism behind this disease.,"('in',)",random,foo
945,1,It shows that our novel predictor performs great accurate for identification of AIEs as well as existing outstanding prediction tools.,"('for',)",insert_determiner,foo
255,1,Small Molecule Adjuvants Potentiate Colistin Activity and Attenuate Resistance Development in Escherichia coli by Affecting pmrAB System.,"('and',)",random,foo
373,1,Cognitive scientists have ramped up online testing in response to the COVID-19 pandemic.,"('the',)",random,foo
179,1,Three patients had positive margins.,"('positive',)",remove_words,foo
372,1,Irisin concentrations are decreased in subjects with overt diabetes and upregulated in those with obesity or impaired fasting glucose.,"('are',)",random,foo
326,1,"Results indicated that the liver and skeletal muscle had a limited ability to oxidize glucose and palmitate to CO2 for ATP production in the presence of individual or a mixture of substrates due to low activities of carnitine palmitoyltransferase-I, hexokinase and pyruvate dehydrogenase.","('presence',)",spelling_errors,foo
29,1,"Generation of human scFv-IgG1Fc antibodies for detection of lymphatic filarial recombinant antigens, BmR1 and BmSXP.","('and',)",random,foo
601,1,METHODS: A retrospective analysis of cases treated for peritonsillar abscess was performed between 2012 and 2017.,"('A',)",split_words,foo
495,1,The MoCA-TUG relationship remained significant after controlling for demographic and physical/mental health measures.,"('The',)",punctuation_braces,foo
853,1,"However, the intrinsic features of some signals can lead to the identification of spurious or waveform-dependent coupling.","('can',)",verb_form_change_insert_determiner,foo
13,1,Effects of robotic gait training after stroke: A meta-analysis.,"('A',)",insert_determiner,foo
346,1,"The ERA Scale was amended accordingly to enhance practicality and usefulness, reducing completion time to approximately 5 min.","('and',)",verb_form_change_insert_determiner,foo
705,1,All patients were entered into our hospital MoM hip replacement surveillance program database.,"('were',)",split_words,foo
944,1,"In the ""heavy"" fraction of the culture-independent metagenome SIP dataset, GH109 (alpha-N-acetylgalactosaminidases), GH117 (agarases), GH50 (agarases), GH32 (invertases and inulinases), GH17 (endoglucanases), and GH71 (mutanases) families were more abundant in comparison with the controls.","('more',)",dictionary_replacement_verb_form_change,foo
761,1,Propensity score matching and multiple logistic regression models were used to eliminate essential impacts on pregnancy-related outcomes.,"('were',)",split_words,foo
883,1,M-TiO2 featured increased albumin adsorption.,"('increased',)",punctuation_braces,foo
425,1,Accumulated evidence proves that IRAK performs significantly in the pathogenesis of inflammatory autoimmune disorders.,"('significantly',)",insert_determiner,foo
521,1,"In addition, the DeltarelA mutation resulted in a pronounced hypermotile phenotype on 0.35% agar plates.","('a',)",insert_determiner,foo
226,1,"Patients were either treated routinely (400 - ""early cases"") or in a second group seen later actively managed using the principles of the FRI (400 - ""late cases"").","('or',)",spelling_errors,foo
411,1,This procedure for the quantitative determination of targeted analytes has been reported since the early 1980s and today is the golden standard in analytical toxicology.,"('been',)",spelling_errors,foo
258,1,"The collected data were grouped and analysed using descriptive and inferential statistics, to assess the effectiveness of video games.","('data',)",remove_words,foo
743,1,The purpose of the study was to compare the efficacy between disc repositioning with bone anchors and the conventional discopexy procedure for ADDWo of temporomandibular joint refractory to medical management.,"('medical',)",dictionary_replacement_verb_form_change,foo
257,1,The purpose of this systematic review and meta-analysis is to evaluate the efficacy of 5-element therapy on senile diabetes with depression.,"('evaluate',)",random,foo
802,1,Our work might help researchers have a better understanding for tumor progression.,"('tumor',)",spelling_errors,foo
994,1,People in haze condition would donate more money and less time compared with people in good weather condition.,"('and',)",random,foo
126,1,"As the main players of economic activities in this area, the excessive dependence of local farmers on environmental resource will seriously influence ecological environment quality, and thus impair the ecosystem service.","('main',)",split_words,foo
885,1,OS did not correlate with expression of any receptor.,"('not',)",duplication,foo
510,1,"These breakthroughs will result from the increased understanding of the treatment barriers imposed by the tumour-associated stroma, and from the development of novel approaches to re-engineer the tumour microenvironment in favour of effective anticancer responses.","('treatment',)",insert_determiner,foo
875,1,Median (range) follow-up was 59.53 (48-143.54) months.,"('follow-up',)",random,foo
664,1,"We have provided general guidance about decision making, in regards to the immunosuppressive agents used in rheumatology practice with an understanding that this may change in near future.","('about',)",dictionary_replacement_verb_form_change,foo
282,1,"Two novel parameters, the mean premotor duration (MPD) and the mean premotor power (MPP) were used to distinguish patterns of muscle activity.","('used',)",random,foo
99,1,Increased expression of matrix metalloproteinase MMP-14 and augmented activity of MMP-9 and -14 were observed in Snail-MC38 cells.,"('observed',)",split_words,foo
638,1,Additional information is available at www.asco.org/lung-cancer-guidelines.,"('available',)",dictionary_replacement_verb_form_change,foo
158,1,"Thus, the two-stage method can be used as a specific enrichment for HOB as biofertilizers, which extends the application of HOB in agriculture.","('for',)",random,foo
735,1,Items comprising each factor were totaled and correlated with neuropsychological domain z-score averages.,"('factor',)",dictionary_replacement_verb_form_change,foo
827,1,The mechanism of many other rare bone diseases and the role of the osteocyte in the development of such conditions still needs to be investigated.,"('role',)",insert_determiner,foo
123,1,"India contributes significantly to the global communicable disease burden has been declared highly dengue-endemic, exposing public health authorities to severe challenges.","('severe',)",dictionary_replacement_verb_form_change,foo
68,1,"However, empirical therapy is being followed to manage and save the lives of the patients.","('to',)",remove_words,foo
581,1,METHODS: All consecutive women who complained of pure SUI symptoms with urodynamically proven SUI undergoing a TVT-A procedure were prospectively enrolled.,"('who',)",random,foo
217,1,Enrollment was highest in 2014 and lowest in 2016 with a 2.8% annual decease postexpansion.,"('a',)",split_words,foo
138,1,MEASUREMENT AND MAIN RESULTS: The incidence of LCOS was 20% in the present study's cohort.,"('was',)",verb_form_change_insert_determiner,foo
436,1,"Also, addressing patients' marital and health issues during MAT can be instrumental in improving their quality of life.","('their',)",duplication,foo
569,1,"With big data increasingly enabling genomic discovery in psychiatry, it is more timely than ever to explicitly disentangle genetic contributions to what is likely 'depressions' rather than depression.","('data',)",punctuation_braces,foo
124,1,The microbial dysbiosis index (MDI) was significantly higher for the cases compared with the healthy controls in the female population (p = 0.002).,"('compared',)",insert_determiner,foo
539,1,She presented with mild dysmorphic facial features and weak functional movement.,"('with',)",duplication,foo
225,1,"In addition, this study introduces a novel method by which to create 3D layered wet-spun alginate skMTCs for bulk mass delivery of MPCs to VML lesions.","('which',)",split_words,foo
783,1,AmbuBox: A Fast-Deployable Low-Cost Ventilator for COVID-19 Emergent Care.,"('COVID-19',)",split_words,foo
775,1,"Although future research is needed to explore other explanations, the results of this study replicate prior research with pigeons and provide some support for the notion of variability as an operant.","('to',)",verb_form_change_insert_determiner,foo
913,1,"Methods: In this population-based cohort study, we analyzed 104'906 admissions for AMI between 2012 and 2018 in Switzerland.","('in',)",dictionary_replacement_verb_form_change,foo
717,1,Eighteen papers were examined.,"('were',)",random,foo
766,1,Data was collected over a 6-year period.,"('a',)",duplication,foo
314,1,"CONCLUSION: Patients with high levels of STRA6 mRNA experienced significantly worse clinical outcomes, indicating that STRA6 may serve as a diagnostic and prognostic biomarker of GC.","('clinical',)",random,foo
508,1,"Medical co-morbidities and past medical history, location of tumor in eloquent areas of the brain, and length of ICU/hospital stay did not predict readmission.","('medical',)",dictionary_replacement_verb_form_change,foo
774,1,Fluid Intelligence Moderates the Link Between Psychopathy and Aggression Differently for Men and Women.,"('for',)",remove_words,foo
285,1,Pain was common for NICH and PICH.,"('common',)",spelling_errors,foo
163,1,"The various searches returned 139 results, of which 6 met inclusion criteria.","('of',)",punctuations,foo
681,2,This study examines the impact of the use of a rolling walker within individuals on Timed Up and Go scores and assessment of fall risk.,"('of', 'the')",duplication,['of']
831,2,Three scenarios were examined for forecasting primary health care personnel resources.,"('health', 'care')",duplication,['health']
382,2,The negatively charged scheelite surfaces are not conducive to coordination bonding with CEA while the positively charged fluorite and calcite surfaces are.,"('while', 'the')",verb_form_change_insert_determiner,['while']
249,2,The effect of pro- and anti-inflammatory mediators on the transcript levels of DPT in visceral adipocytes was explored.,"('levels', 'of')",random,['levels']
429,2,"Most incident gout cases occurred in the cluster of few comorbidities, and the four comorbidity pathways had overall a modest influence on the incidence of gout.","('and', 'the')",random,['and']
412,2,"In CKD mice and humans with a variety of nephropathies, CXCR4 was dramatically up-regulated in tubules, with a concomitant activation of beta-catenin.","('with', 'a')",verb_form_change_order_change,['with']
401,2,"Moisture (5.67-7.12 g 100 g(-1)), hardness (56.67-131.66 N), chroma of crust and crumb (29.86-30.27 and 19.76-25.83, respectively), and hue angle of crust and crumb (60.32 degrees -64.79 degrees and 81.41 degrees -82.06 degrees , respectively) were increased; and area (2286.4-1658.1 mm(2)), specific volume (3.47-1.83 mL g(-1)) and luminosity of crust and crumb (62.39-59.67 and 65.49-62.54, respectively) were decreased as the level of substitution of WF by MBF increased.","('as', 'the')",duplication,['as']
317,2,METHODS: Frank VCG was recorded in a population-based sample of 1094 participants (550 women) 50-65 years old as part of the Swedish CArdioPulmonary bioImage Study (SCAPIS) pilot.,"('of', 'the')",verb_form_change_order_change,['the']
618,2,The hospitalization rate for patients with CKD is significantly higher than the general population.,"('patients', 'with')",random,['with']
975,2,"We reviewed them with respect to various aspects, including types of research and contribution, list of MMs proposed/used with their subject areas, elements of maturity/capability and application scope or scale.","('with', 'respect')",duplication,['respect']
823,2,"The ability of the transmission stages of the parasites to survive in the environment for prolonged periods, globalization of the food industry and changes in eating habits have contributed to the numbers of human infections.","('in', 'the')",duplication,['the']
299,2,The frequency of incident VFx was lower at all vertebral levels in patients given teriparatide.,"('in', 'patients')",split_words,['in']
697,2,This case report presents a patient with acute binocular visual impairment in his fifth decade as the first manifestation of SSPE.,"('the', 'first')",random,['first']
433,2,Ovarian cancer metastasis to the breast reveals a disseminated disease with a poor prognosis.,"('to', 'the')",verb_form_change_insert_determiner,['to']
454,2,"In this regard, several papers report health benefits of Cameroonian spices, which include antioxidant and anti-microbial properties, whereas gastric anti-inflammatory activities have never been previously considered.","('In', 'this')",dictionary_replacement_word_order_change,['this']
896,2,AAA and BCAA were positively associated with liver iron concentration.,"('associated', 'with')",split_words,['associated']
223,2,The Chi-square test for comparison of categorical variables and the Mann-Whitney test for continuous variables were employed with Bonferroni corrections.,"('and', 'the')",insert_determiner,['the']
364,2,The present study provides a systematic review of level 1 and level 2 screening tools for the early detection of autism under 24 months of age and an evaluation of the psychometric and measurement properties of their studies.,"('detection', 'of')",punctuations,['of']
53,2,"Large size infarcts were less frequent among vaccinated cases compared to unvaccinated cases (25% vs 35.5%) and were more frequent among influenza positive cases compared to influenza negative cases (35.3% vs 31.5%), however differences were not statistically significant.","('were', 'not')",dictionary_replacement_word_order_change,['were']
9,2,Pluridisciplinary evidence for burial for the La Ferrassie 8 Neandertal child.,"('for', 'the')",verb_form_change_insert_determiner,['for']
395,2,"Islet transplant could be an alternative in patients with poor glycemic control, but inefficient islet purification and autoimmune response of patients is still a challenge.","('of', 'patients')",insert_determiner,['of']
889,2,"We performed a descriptive analysis of CCC hospitalizations then determined if transfer was associated with LOS, mortality, or receipt of critical care services using survey-adapted quasi-Poisson or logistic regression models, controlling for hospital and patient demographics.","('analysis', 'of')",verb_form_change_order_change,['analysis']
769,2,"Health coaching could be easily delivered via telephone calls, text messages, or short-term face-to-face coaching.","('could', 'be')",random,['be']
817,2,"The open edges-layered structure of rGO helping uniform deposition of PEDOTs clusters, which allows the formation of a stacked layer of PEDOTs/rGO-PEDOTs/PEDOTs for robust three-dimensional electrical transforming channel network within the W-N textile surface.","('of', 'a')",dictionary_replacement_verb_form_change,['of']
688,2,"We identified emerging approaches to prevention that move beyond being ""the ambulance at the bottom of the cliff"" to ""building a fence at the top.""","('at', 'the')",split_words,['the']
885,2,OS did not correlate with expression of any receptor.,"('did', 'not')",verb_form_change_insert_determiner,['did']
965,2,"This change improved the in vitro growth of B. diazoefficiens USDA 110 in the presence of glyphosate, without affecting its normal growth in the absence of the herbicide.","('the', 'absence')",duplication,['the']
780,2,Importance: The importance of this study is to understand the impact of rhinoplasty as perceived by society and to conceptualize the health utility metric of cosmetic rhinoplasty in relation to other health interventions.,"('and', 'to')",dictionary_replacement_word_order_change,['and']
269,2,Three main themes emerged from the data related to adherence.,"('related', 'to')",duplication,['related']
116,2,"To address the gap in surveillance for this patient group in the UK, the UK Cancer Genetics Group facilitated a 1-day consensus meeting to discuss a protocol for the UK.","('for', 'the')",dictionary_replacement_word_order_change,['for']
52,2,Objectives: Depression in older adults is a growing public health concern.,"('is', 'a')",split_words,['a']
776,2,"This supplement reviews the evidence regarding important considerations in pregnant trauma patients, including the primary and secondary survey as well as the possibility for Rh exposure, placental abruption, uterine rupture, and the need for a prompt perimortem cesarean section in the moribund patient.","('and', 'the')",verb_form_change_insert_determiner,['the']
992,2,"Four out of five (80%) a priori hypotheses were met, confirming the construct validity: the CSI-NP correlated strongly with the Pain Catastrophizing Scale total scores (r = 0.50); moderately with the total number of pain descriptors (r = 0.35); weakly with the Numerical Rating Scale (r = 0.25); and women had significantly higher CSI scores than men.","('with', 'the')",dictionary_replacement_verb_form_change,['the']
62,2,"In conclusion, age and sex significantly influence morphometric measurements of CC in Middle Eastern Arab population.","('In', 'conclusion,')",duplication,['In']
36,2,"However, SBSE effluent chromatograms contained about three times as many total analytes as compared with LLE, suggesting that SBSE is more sensitive for trace contaminants in effluent samples.","('compared', 'with')",dictionary_replacement_word_order_change,['with']
313,2,We find evidence of elite cueing by Congress and the media on public opinion.,"('and', 'the')",verb_form_change_insert_determiner,['the']
450,2,Efficacy and safety analyses were done on the intention-to-treat population.,"('on', 'the')",verb_form_change_order_change,['on']
84,2,This case describes MI following BCT from the initial prehospital presentation through to postmortem findings and adds to the limited literature on the pathological mechanisms underpinning this rare complication.,"('to', 'the')",split_words,['the']
675,2,"The genotypes LS7 and LS9 had abundant proximate, nutraceuticals, pigments, phytochemicals, and antioxidants compared to the genotypes LS3 and LS5.","('compared', 'to')",random,['to']
431,2,Poisson regression was used to determine factors associated with higher mortality frequency.,"('to', 'determine')",insert_determiner,['determine']
579,2,The current crises in opioid abuse and chronic pain call for the development of nonopioid and nonpharmacological therapeutics for pain relief.,"('the', 'development')",split_words,['the']
862,2,"CC-4047-MM-005 and CC-4047-MM-007 were phase 1 and 3 studies to evaluate the novel combination of pomalidomide, bortezomib, and low-dose dexamethasone for the treatment of patients with relapsed or refractory multiple myeloma who have already received lenalidomide-based treatments early.","('to', 'evaluate')",random,['to']
963,2,"Controlled Substances There are three common classes of controlled substances that are commonly misused: opioids, depressants, and stimulants.","('that', 'are')",random,['that']
133,2,"Recently, the involvement of the microbiota in gastric carcinogenesis has been described.","('of', 'the')",random,['the']
594,2,"Thus, HMGB1 inhibitors are likewise promising drug candidates for the treatment of patients suffering from COVID-19.","('of', 'patients')",split_words,['patients']
839,2,"Since the symptoms are similar to other respiratory infections, differential diagnosis in travellers arriving from countries with wide-spread COVID-19 must include other more common infections such as influenza and other respiratory tract diseases.","('such', 'as')",dictionary_replacement_word_order_change,['as']
603,2,METHODS: This study was conducted based on the grounded theory qualitative approach.,"('study', 'was')",punctuations,['study']
851,2,Lower Limb Amputations and Revascularisation Procedures in the Hungarian Population: A 14 Year Retrospective Cohort Study.,"('in', 'the')",duplication,['in']
502,2,"Fifty-two facial dissections were investigated in 26 Thiel embalmed bodies, bequeathed to the Centre for Anatomy and Human Identification at The University of Dundee between 2013 and 2015.","('to', 'the')",punctuations,['the']
377,2,"To provide a reference for the further application of chemodrug-loaded nanoformulations, this review gives an overview of the recent development of nanocarriers, and the updated status of their use in the treatment of several solid tumors.","('of', 'their')",duplication,['their']
498,2,"CONCLUSIONS: Although the PA students performed well, there is considerable room for improvement in certain communication techniques.","('there', 'is')",verb_form_change_order_change,['is']
477,2,"With the limited number of dedicated vascular surgeons in Bangladesh, it is important to safeguard these professionals without compromising emergency vascular care services in the long term.","('in', 'the')",verb_form_change_order_change,['in']
604,2,"We found that Afatinib inhibited phosphorylation of EGFR, HER2, HER3, and HER4, as well as Akt, whereas it elevated ERK phosphorylation.","('well', 'as')",random,['well']
629,2,Lower EBL and operative time are associated with trifecta but not pentafecta outcomes.,"('associated', 'with')",duplication,['associated']
425,2,Accumulated evidence proves that IRAK performs significantly in the pathogenesis of inflammatory autoimmune disorders.,"('in', 'the')",insert_determiner,['in']
440,2,"We examined the effect of educational tracking, dividing students into vocational and academic high school tracks, on adolescent smoking in Taiwan.","('effect', 'of')",verb_form_change_order_change,['of']
85,2,"Pupils were intercepted after making purchases during breaktime and the type, cost and sources of foods purchased documented.","('and', 'the')",insert_determiner,['the']
508,2,"Medical co-morbidities and past medical history, location of tumor in eloquent areas of the brain, and length of ICU/hospital stay did not predict readmission.","('did', 'not')",dictionary_replacement_verb_form_change,['not']
951,2,"The observed changes in body weight, histopathology, hematological and biochemical parameters, and organ weight were not significant compared to those in the control group of animals.","('to', 'those')",dictionary_replacement_verb_form_change,['those']
789,2,"Ponatinib, a third-generation tyrosine kinase inhibitor (TKI), is the only approved TKI that is effective against T315I mutations in patients with chronic myeloid leukemia (CML).","('is', 'the')",verb_form_change_order_change,['is']
409,2,"Uncontrolled oxidative stress, reported in Salmonella and HIV infections, colorectal cancer or severe acute malnutrition, has been associated with anaerobic gut microbiome alteration, impaired butyrate production, mucosal immunity dysregulation and disruption of host-bacterial mutualism.","('has', 'been')",split_words,['been']
254,2,The ER pathway-based HEDs were compared with HEDs from animal studies and used to assess the combined risks for different populations across different countries/regions in a probabilistic manner.,"('to', 'assess')",verb_form_change_order_change,['to']
478,2,"Age >/= 70 years (p < 0.001), past medical history of cognitive impairment (p </= 0.001), previous delirium (p < 0.001), clinical frailty score > 3 (p < 0.001), hypertension (p < 0.05), heart failure (p < 0.01), national early warning score (NEWS) > 4 (p < 0.01), positive CXR (p < 0.01), and subsequent positive COVID-19 swab (p </= 0.001) were associated with 30-day mortality.","('(p', '<')",random,['<']
273,2,"RESULTS: Moderate- to vigorous-intensity PA, steps per day, body-related barriers, and social barriers displayed significant network effects, suggesting significant association with the scores of their friends.","('of', 'their')",punctuations,['their']
70,2,OBJECTIVE: We analyzed provider attitudes toward specific components of PCMH in the Veterans Health Administration (VA) and their relation to emotional exhaustion (EE)-a central component of burnout-and intent to remain in VA primary care.,"('in', 'the')",random,['the']
534,2,The paper thus recommends that promoters of digital knowledge repositories focus on the needs of the researchers who are expected to contribute their knowledge.,"('on', 'the')",random,['on']
